"id","profileName","text","date","title","rating","images","helpful","Configuration"
"R3E7VCIDDTS6M7","Sargun Sandhu","My fire tv remote is not working properly and i don't know from where to claim the warranty please help and tell me how to replace or fix remote with warranty i see no option to claim it help please. I got really fed up.","Reviewed in India on 18 November 2021","Where to claim warranty. Plz help.",4,"","3","Fire TV Stick"
"R3KXXD6FC2K01Z","D K","it's a disgrace in the name of upgrade. I have the 2019 model n was eagerly looking forward to this. the UI is bad, the bluetooth connection to the echo speakers are always low n can't be increased. the worst is the internet connectivity,  keeps showing the 3 dots even with my 300mbps connection.may be I got a bad firestick,  but this is what not I expected from the new firestick.","Reviewed in India on 13 September 2021","degraded system",1,"https://m.media-amazon.com/images/I/C1iiiCkHJVS.jpg",0,"Fire TV Stick"
"R2BR7JTCLXV3Q1","Manoj V S","Guys at Amazon!! - This is seriously sad about the kind of product, that I have received. The first Fire TV Stick was not getting paired with the remote and the replacement was received today and it was the same issue. The Stick was responding to few commands to the remote through the app on the phone but going back to the screen which says ""Pair your remote"". The physical remote was not getting paired. Your tech guys took the remote access of my TV screen and tried their bit but still no luck. This is sad that you guys don't have any QC done even for a replacement product. The whole business of me wanting to change from Chromecast to Fire TV has become a futile one. The purpose of getting an Echo along with this is also become redundant. So I don't know what do do the Echo too. Now there is no more replacement according to you guys and it will be a refund. And again being a more than a regular user and purchaser of products through Amazon this is very depressing. Hope you guys can do something about it to me because the point of getting a product is have it put to use. Refund's doesn't work.","Reviewed in India on 4 October 2021","I received 2 Fire TV sticks and both doesn't work!!!",1,"",0,"Fire TV Stick"
"R3203CG5ENZ7TJ","P Maity","It it Good product, for those TV which doesn't have android or smart TV. It works very well. But only one thing is bad which is, when I'm searching something from Homepage and via Alexa voice, it doesn't open the movie or song directly in the App, it opens the app then you need to search the movie or song from the desired App.","Reviewed in India on 5 October 2021","Good product",4,"",1,"Fire TV Stick"
"R37SVAELNCGRRG","Jatin Gondaliya","Amazon 3rd Gen Fire TV stick is good. By using it, your Normal TV become Smart TV.Remote is very Nice as it having dedicated buttons.There is no Google play store,  you have to download app from its own app store.Only 5 GB out of 8 GB memory for storage.And after installation of main regular apps, available memory will be 2.7 GB only.","Reviewed in India on 3 February 2022","Normal TV become Smart TV by Fire TV stick",5,"",0,"Fire TV Stick"
"R3SUIOJMJ54LW8","PM","All good but only one consAll live channels from zee5 subscriptions will not show under Live Channels list. I mean all live channels from all the loaded apps will not sync under Live channel List. So to watch those channels I have to go into individual apps and check.","Reviewed in India on 26 May 2021","All Live Channels will not sync into the Live channels list..",5,"https://images-na.ssl-images-amazon.com/images/I/91RkraFIBnL.jpg",1,"Fire TV Stick"
"R3AN8GW45NBNJ1","Amit Gehlot","While adding tv(ONIDA MARVEL LED 32"") in equipment, first it ask for power on/off which work well on IR PROFILE CODE #586 only but doesn't work on next step volume. When I contacted customer support they said firetv stick remote volume button is not working and advice reorder new remote.. But when I added Bluetooth speakers to firetv, the firetv remote volume working for speakers. That's means Developers need to updates IR PROFILE CODE #586 for Onida Marvel Led 32"" Tv. Just for volume control I have ordered Amazon Firetv Stick 3rd gen.. If it doesn't work for my tv then it is useless. So it is better to buy 2nd gen firetv stick which 1000 rupees less in cost.","Reviewed in India on 25 January 2022","Volume control button",2,"",0,"Fire TV Stick"
"R2YPJFVO37CS9Z","Zeeshan","The Amazon Fire TV Stick (3rd Gen) is a full-HD streaming device priced at INR 2,700. It is meant for use with affordable televisions and gets easily plugged into the HDMI port of your television. Powered by the MediaTek MT8695D processor, it runs on Amazon's Fire OS 7 (based on Android 9) and is supported by 1GB of RAM. It includes all major apps and services are supported on Fire OS, such as Netflix, Disney+ Hotstar, and YouTube, in addition to Amazon's own Prime Video. Fire OS also supports the Apple TV app, which currently isn't available on the Android TV platform.The Amazon Fire TV Stick (3rd Gen) delivers much of the same experience as the Amazon Fire TV Stick 4K in terms of streaming. The UI is easy to use, performance is reliable and its wide app support makes this the best full-HD streaming device you can buy today.","Reviewed in India on 9 February 2022","MUST BUY FOR A NON SMART AND EVEN FOR A SMART TV.",5,"https://m.media-amazon.com/images/I/61A5tF238zL.jpg
https://m.media-amazon.com/images/I/61AGe7hk7wL.jpg
https://m.media-amazon.com/images/I/61obeoIjtbL.jpg
https://m.media-amazon.com/images/I/71ZqcNKyZkL.jpg
https://m.media-amazon.com/images/I/71z4EpEvuAL.jpg",0,"Fire TV Stick"
"R2ILXSAUFDZA61","Anmol Nampalliwar","I grabbed TV Stick in the best deal for just Rs 1890 in prime days sale. It is the best media streaming device in the market for this price. The device is just awesome in every aspect. Using it with my 40 inches BPL (Non Android) LED TV.","Reviewed in India on 4 August 2021","Just Awesome, The best option over MI Tv stick in overall ways.",5,"","2","Fire TV Stick"
"R2PDKSV5GFVL2Y","Amazon Customer","I was forced to buy Firestick 3rd generation after my Amazon Firestick First Generation stopped working. It was working fine till afternoon and after showing Software update in progress, it got stuck and never worked.I called up the Executive and after trying everything was asked to take it to nearby center. As the center is quite far, I didn't go, but ordered the third generation instead.And i really loved this product.","Reviewed in India on 13 February 2022","Awesome!",5,"",0,"Fire TV Stick"
"R13PKIYL49K3B4","YATNESH JOSHI","Lot of thanks to Amazon for this awesome product.Best way to convert your Old LED TV into Smart TV.Android version is latest hence very smooth.Streaming quality is perfect of you have good bandwidth.I have closed my Cable Tv connection after using Fire Tv stick.Alexa integration is so perfect that you need not to type anything.Overall, Love the Product.","Reviewed in India on 11 August 2021","Best method to convert your Tv in Smart TV",5,"",0,"Fire TV Stick"
"RCCUJGI7DTNC3","Naveed","Navigation on Voice/Alexa is a little exerciseOne drawback which Amazon needs to fix on Alexa or Fire TV Stick is connectivity on 2.4 GHz router which takes at least 10 - 15 minutes to connect where in connects instantly on 5 GHz. Just for this bug users should switch to a new router... does not make sense","Reviewed in India on 10 January 2022","Good overall experience",4,"",0,"Fire TV Stick"
"R2CTQWXXH4917Q","Sid","It's fine and from specs, it's a powerful device. However, ads and sponsored content on the home page are very distractive and slow the device down. Please give an option to remove them. Otherwise it's just fine.","Reviewed in India on 17 October 2021","Amazon needs to do something about ads and bloatware",3,"",1,"Fire TV Stick"
"R1MHABXK0L9ZMH","Ambarish V","Got this product in 2399/- in July 2021 Sale. This is worth at such low price.FireStick by Amazon is awesome and the device is of good quality.Simple to Connect and easy to configure. Connected to TV and it was Yipeeeeeeeeeeeeeee.This is my second Firestick for another TV and this one is 3rd Gen 2021.Very Good Product, it has curbed down the theater expenses giving a real dolby digital feeling at home (if you have home theater system). All movies are immediately released on OTT and hence, Theaters are now a Vintage. Go get a fire stick for you and enjoy.","Reviewed in India on 30 July 2021","Awesome Product as usual by AMAZON",5,"",1,"Fire TV Stick"
"ROPXPO64JP83W","Jeff","I upgraded to this latest gen from the first gen Fire TV stick.My main reason for upgrading was the lack of TV controls and the interface bogged down a bit which made it a little irritating to use.Now coming to the product, I’m utterly disappointed with the build quality of the remote.  It feels like it would shatter after a few drops. The fit and finish is subpar and the rubber used on the buttons attracts a lot of dust. Once you hold this product in your hand, you’ll immediately tell that it’s a very cheap product. The first gen felt a lot more premium.When it comes to the software aspect, it feels smooth and there are no lags. The new interface looks nice and the Alexa integration is nicely done.However, I do not like the frequent ads that are displayed in between episodes on Prime Video.Is it worth the MRP? Absolutely not.Is it worth buying during a sale after heavy discount? Yes, maybe.","Reviewed in India on 12 August 2021","Make in India and quality takes a hit :(",3,"",0,"Fire TV Stick"
"R34F53F1KLVR59","Rustam Katnaur","This 2021 version rocks!!! I have just installed in my samsung led tv without power adapter by directly plugging it in 1v usb drive and its working like a charm… i was quite concern about managing tangled wire but this really solved my problem definitely worth buying","Reviewed in India on 9 June 2021","Amazing purchase !!",5,"",1,"Fire TV Stick"
"R9SOMWBODOZES","Suraj Kuri","It really serves the purpose of turning my tv into Smart tv. I had a samsung tv with Tizen OS so there was a limitation of apps and even some apps were not working properly but after putting the Firestick...the overall UI, speed, Alexa etc is working superb. No complaints till now... it really serves the purpose of buying the same and it's worthed. Thanks Amazon.","Reviewed in India on 10 August 2021","Serves the Purpose undoubtedly.",5,"",0,"Fire TV Stick"
"R3JRYDSVX95WQT","Aadhithyan","This product is good for people like me who like to use streaming services a lot. Like YouTube, prime video and Netflix. Now with the new remote everything is easily accessible through hot keys. The streaming quality is excellent. Haven't faced any issue so far.","Reviewed in India on 29 May 2021","Good for streaming",5,"",1,"Fire TV Stick"
"R16OQFBJR6QXJ3","robbie chettiar","Having Sanyo 43"" FHD TV and Fire Stick is working without any issue. connected 5.1 Philips Speaker using Bluetooth option in fire stick to get Home Theatre effect and overall its value for money and not at all disappointed by buying this product.","Reviewed in India on 1 June 2021","Smart TV Exprience",5,"","2","Fire TV Stick"
"R2PRC8RL0N3HSF","Vikram Mali","If I select one app in menu don't I suppose to see programs from that app below.  If not what is purpose of that  tab like UI. It will be best if there are two rows ""watch list "" and ""continues watching "" from each app will be shown below once that app is selected in home page  horizontal menu.  No need to open app and navigate through to open my favorite program which I am excited to see.","Reviewed in India on 21 August 2021","New UI is very inefficient.",3,"",0,"Fire TV Stick"
"R303HNW1R0FPE2","Firoz Khan","Fire stick is always a bench mark. This is my second fire stick and I am not happy with its power adapter. It keep restarting the Fire Stick again and again within every few minutes. I replace the product but again I am facing same power adapter issue. I am using Amazon fire Stick with a MI mobile charger :( . If Amazon is reviewing this comment please cross check the power adapters power output.","Reviewed in India on 4 September 2021","Fire Stick is good with a very bad power adapter",4,"",0,"Fire TV Stick"
"R3A3ILT5OVMA5X","Sach","This is the best gadget for converting non=smart tv into smart tv. Remove is additional direct buttons for Prime Video, Prime Music, Netflix and Apps. Most important thing is I liked too much is volume is controlled by fire stick. This feature was missing in the previous one.","Reviewed in India on 9 September 2021","Best smart tv",5,"",1,"Fire TV Stick"
"RISJ61G30V8WG","Santosh Kumar Chaudhary","*MUST READ*The product and the packaging was extremely good. I first thought that it might have been damaged because the packages brought by the delivery man were on top of each other. The fire stick OS is absolutely phenomenal. The best thing is that we don't have to pay any NCF fees or that just to stream on free applications. It is all good but sometimes it lags maybe due to my internet connection. In the third day of this I faced problems with my remote,I thought that it might be a problem of my TV but it wasn't, all other remote buttons were working just fine. I started panicking as it was my first time having a streaming device. The next day, I changed the batteries of the remote and it started working flawlessly. I am satisfied as I now cannot return my product as it will cost me almost double the cost I paid for it. Hopefully it works beautifully and without any lag in the future. Hoping for the best👍🏼🙏🏼","Reviewed in India on 1 August 2021","I loved it as I always wanted to experience Fire Stick OS",4,"",0,"Fire TV Stick"
"R2F74RDLU56HXH","Manpreet Singh","Let’s talk about fire stick generation 3rd. The device is well built and have nice build quality. Installation setup is very easy and quick. I have android tv also if I compare both fire stick is quite fast. The most positive point is it’s speed and response time. Android tv get slow with time. I think voice command should be improved a bit according to Indian accent and battery cover should be bit more tighter which will make it long lasting to stay.","Reviewed in India on 8 December 2021","Amazing product",4,"",1,"Fire TV Stick"
"R3TPVPZJUQ1VTV","Lalit","Best device if you have non smart tv, convert to smart features like connect with blutooth headphone 🎧, For separately uses. You can play YouTube Full HD clarity it's awesome. Everything is fine, Remote size small is ok but build quality nd plastic material is not adaptive...'Voice recognition' have also trouble - speaks something, hears something else...","Reviewed in India on 19 July 2021","Best streaming device.....",4,"",0,"Fire TV Stick"
"R6MBOS52Q21NY","Sreeman","Latest version of fire tv stick is amazing, UI modified and user friendly.remote sync is automated and easy now. New remote have more options now ❤❤❤❤😍 like volume controls, direct dedicates shortcut buttons for next flix, Amazon Prime video and for apps.","Reviewed in India on 28 July 2021","New version is super.",4,"",1,"Fire TV Stick"
"R3URALYZUOB9IT","karthick","Pros :1. Fast steaming2. Smooth Access3. Voice recognitionCons:1. Storage Issue2. Limited apps3. Can't access any free TV4. Only remote is different (better go for lite)5. No external storage","Reviewed in India on 28 June 2021","Think before you buy. Only YouTube can access as free.",3,"","2","Fire TV Stick"
"R2OWGR3BT8L10G","Shaurya","It has some cons and pros;-Talking about cons:-1. Often not able to connect to wifi even when it is  available and other devices are connected to it  at the same distance.2.  Sometimes it shows remote is not paired.3.  The hotkeys sometimes behave abnormally like  when you press it, it will restart the device. I  have to switch off the tv and rrestart.Now pros:-1. Navigation was butter2. Full hd content3. Easy UI4. U can also extend storage by using spiltter, although not required till now.My conclusionI ordered a replacement because of above stated cons but in general device is good.","Reviewed in India on 9 August 2021","Ok ok",3,"",0,"Fire TV Stick"
"R2JLNDMAIB6U7D","Toton","M using Samsung 20 inch pc moniter via hdmi converter and it's work fine.... Also 1080 n HD play... You can use sound Bluetooth speaker.. M using alexa echo dot portable speaker is work fine no sound lac while using TV.. Live channel work properly.. Remote control sound +- also work... But moniter don't off via fire stick remote but television is off on via remote monitor don't off on... It's very useful product... I phurche time it's coat 2399rs","Reviewed in India on 10 September 2021","Very useful",5,"https://m.media-amazon.com/images/I/B1Vhe9fd0XS.jpg
https://m.media-amazon.com/images/I/C1AAGvpcbrS.jpg
https://m.media-amazon.com/images/I/C1Tmf5GvrNS.jpg",0,"Fire TV Stick"
"RVVS3CAXXARJP","sameer gupta","To watch live channels we hav to always open related app. For example if you want to watch sab tv you hav to open sony live app. Live channels list is not showing in interface. We can not even see program timings. In home page interface  not a single live channel is showing. This problem is having only in fire stick 2021. So  it is nightmare to reach at live channels. Not showing ON NOW  option on home page. Not showing channel guide. If you command alexa to open aaj tak or any other live channel it will not show the specific live channel. This is software issue. Could be resolved in future. Till now not enjoying all the benefits of fire stick 2021. Very disappointed. Thinking to replace it with old fire stick having all the features.","Reviewed in India on 17 October 2021","Big issue. Very difficult to watch live channels",3,"",0,"Fire TV Stick"
"R11N9DHVD1ZJVY","Visaxade","Good value for money as it's a step towards home automation control and away from not so exciting Chromecast. Ease of use and setup make it idiot friendly. Amazon needs to improve and focus on media content and ensure high quality HD content for any apps that are hosted on the firestick platform.","Reviewed in India on 24 December 2021","Value for $$$",5,"",0,"Fire TV Stick"
"R1EW822IRNVW9D","Aman Jaiswal","Everything is good and perfect except zee5 app. If you have zee5 premium subscription and planning to watch live channels with ease then forget it my friend. You can watch live channels under going in zee5 app but not access in live section feature of fire tv. Only some channels of zee5 is showing. Beside it, every app is running fine. Not sure with Sony liv app whether its live channel is showing or not. Haven't tested , will test it soon.","Reviewed in India on 14 June 2021","Zee5 live channels not working",4,"",1,"Fire TV Stick"
"RYPMF65YZ2UZO","ANKU","This is awesome1) The picture quality and the audio.2) The build quality is great.3) Voice recognition works perfectly fine.4) The fire tv stick software is very smooth.Areas of development -1) Increase the RAM2) Option to install Jio TV","Reviewed in India on 3 August 2021","Awesome product by Amazon",4,"",1,"Fire TV Stick"
"R2M9TP7QN68F3P","Royston Smith","This is an amazing product. I am using it with just a monitor and works well. The controls are intuitive. Alexa is an excellent addition. My only gripe would be the storage capacity, if they included a memory card slot to expand the firstick's memory this would have been golden.","Reviewed in India on 15 May 2021","Works well with monitors and tvs",5,"",1,"Fire TV Stick"
"R2LDG39KUN5YU2","Shashwat","I have a broadband connection with 150Mbps speed limit, hence replaced my DTH with Fire TV which is much more than a DTH. Would recommend to go for it and convert your non smart LED TV to a smart one if you have a broadband connection with decent speed. Since nearly every channel is there Live on YouTube or JioTV it is better to get rid of your monthly DTH bills. Gives great streaming quality with almost zero buffering for me. Absolutely content with the product.","Reviewed in India on 7 March 2022","Perfect for making your TV's smart- Go DTH Free",5,"https://m.media-amazon.com/images/I/81tcj3nEbnL.jpg",0,"Fire TV Stick"
"R3RJSHC8JCJW6Z","Tarun Patel","This is my first fire TV stick. I wanted to upgrade TV but finally decided to make it smart by this device. I am happy with this decision. Saved almost 65000/- for sony 50"" TV.Performance wise it is very smooth. No lagging of picture. Sound quality is awesome.  New version of remote with additional buttons is very time saving.","Reviewed in India on 27 June 2021","Fast, smooth and simply great",5,"https://images-na.ssl-images-amazon.com/images/I/C14VqaDZ77S.jpg
https://images-na.ssl-images-amazon.com/images/I/C1G3owSXfBS.jpg
https://images-na.ssl-images-amazon.com/images/I/C1Iz0ivTeUS.jpg
https://images-na.ssl-images-amazon.com/images/I/C1u7qpnqjnS.jpg",0,"Fire TV Stick"
"R1X5BBL8XWLUW","Joydeep Mukherjee","There are two devices 1.Amazon Fire Stick and 2.Mi . Personally I love Mi devices. But after thorough analysis, I find this Amazon Fire Stick HD version to be little bit on higher class quality.Streaming speed is great. Alexa is doing good. Space saving. Lot of daily use streaming apps are there. Games are there.But one thing is the remote should be more hard. I have bought the device through Times prime subscription at a relatively cheaper price. Expecting to use it for a long time.","Reviewed in India on 22 December 2021","Superrrr..",5,"",0,"Fire TV Stick"
"R1N6HWVQETBVQ6","Biswajit ","This fire stick need high quality internet connection and you have to use own amazon prime , Netflix, hotstar ID.If high quality internet required , then why not jio fiber or airtel xstreem","Reviewed in India on 6 October 2021","Streaming quality ossue",1,"",1,"Fire TV Stick"
"R381CZ94V5ZKY5","Amaljith","I got the firestick on 28th of july . But after using for 2 hours remote stopped working . I tried replacing the batteries but still it wasn't working . So i contacted customer service and they gave some instructions but still no luck.  So finally they generated the replace option and i gave the pickup location. But even after 5 days they didn't pickup . So again i contacted customer service now they're saying there's no pickup and I've to send it myself through courier.","Reviewed in India on 3 August 2021","Poor customer service",1,"",1,"Fire TV Stick"
"R6BIN0BZ6I5KX","Amazon Customer"," Tried multiple ways to sort out the issue but it's not supporting at allIt will be nice if you provide the solution or help to use the volume controls using the firestick remote","Reviewed in India on 8 February 2022","Volum control buttons are not working at all",1,"","2","Fire TV Stick"
"R2TD1C3CGDAPRS","Ambadas Kota","Loading issue: at initial point it won't directly connect to wifi, always need to click on retry connect.Streaming: if network connection goes off no any keys or remote will not respond.Sound: sometimes external audio like echo dot disconnected automatically.A refresh or reconnect can't managed by its OS, incase if any device disconnected.Alexa voice recognition is not good as compare to other voice trigger.","Reviewed in India on 27 July 2021","Good but need improvement",3,"",0,"Fire TV Stick"
"R1XRE20ZRIHESS","balraj sharma","I used this device and i am also having mi box. its not properly manage audio. Its audio quality low as compared mi box. I have used it with my 24 inch hdmi monitor and sundbar with it. its volume switched not working with it i know its for managing direct led tv but it should also support this to manage stick output device, that is supported in mi box. So i am not using for my personal use i switch it with my tv mi box.","Reviewed in India on 16 August 2021","Audio quality and volume button",3,"",0,"Fire TV Stick"
"R2RJRVRJF100L","8904422351","It doesn't support to Toshiba TvMay be list of supported tv should be mentionedSo that customers will review before buyingTotally waste of moneyDoesn't recommend to any one","Reviewed in India on 3 October 2021","Totally waste product don't waste your money",1,"","2","Fire TV Stick"
"R20KLY3K9NS1XV","Amazon Customer","Go to Settings / Display & Audio / Audio / Advanced Audio - there are 2 settings for Volume Leveller and Dialogue EnhancerThey are OFF by default. Turn both ON and exit and go watch something and come back in some time.They will have turned OFF miraculously. Its very annoying !!!Got the device replaced but problem still exists. So be aware before buying...Asked for upgrade to 4K stick but they can only refund now.Disappointing product.","Reviewed in India on 30 November 2021","Defective Software on Fire Stick",3,"",0,"Fire TV Stick"
"R220CVYHGZ8AAN","Rupak Mukherjee","I have always been a fan of Amazon Fire Stick and this is my second device. The remote is a gem.One thing I realised is if it would have a custom button option down below so users can set any app as per their choice. That would be amazing. I suppose Amazon will roll this update this feature in their upcoming releases 🙂enjoying the product. Packaging was ok, the delivery was before the expected date so I am happy.It also works great with monitors with VGA cable connected to a HDMI to VGA converter.The remote doesn't work for me because it's an IR blaster. I expected it to control the volume from the firestick itself because I am using it on my monitor and connected a speaker to it.","Reviewed in India on 6 June 2021","2020 Fire Stick 2021 Remote",5,"https://images-na.ssl-images-amazon.com/images/I/A1brQIxodXL.jpg
https://images-na.ssl-images-amazon.com/images/I/B1DqO0HOKDS.jpg
https://images-na.ssl-images-amazon.com/images/I/B1cdiumKkFS.jpg
https://images-na.ssl-images-amazon.com/images/I/B1d6jlxuVyS.jpg",0,"Fire TV Stick"
"R3R69PFHE63BMH","Priti","I bought this for rupees 2,200 in a sale almost 3 months ago and I think this is best product for u if u don't have smart tv. At rupees 2,200 this is the best  for the price . I would don't recommend you to buy this for rupee 3,000 because there are other good options at this price range . If you  are getting this product for below repees 2400 just buy it .Let's talk about the pros and consPros -1. Value for money (I bought this for rupees 2,200)2. Good interface or ui3. Remort quality is good4. Remort can control both tv and fire tv  StickCons-1. Ui lags sometimes2. The ui is based on android but there is  No play store so u can't download many  apps dricectly For given app store (you  can download some of the apps with  another ways3. There is no pendrive slot4. Voice integration is not that good ( like  3.5 out of 5 starsCONCLUSION (must read) - this is best smart tv divice below rupees 2,400 . You should not buy is for rupees 3,000 as there are other options .","Reviewed in India on 21 November 2021","My  experience",4,"",0,"Fire TV Stick"
"R2AZT7Z70QE68X","MV Rao","This is my third fire stick and bought all generations of fire sticks. Voice search, on/off button, volume inc/dec are new features. Remote looks sleek and trendy. Two of my four led tvs are non-smart and Amazon fire stick is working so well on these. Of course now it is slowly becoming redundant with more and more smart tvs coming.","Reviewed in India on 22 June 2021","Excellent",5,"",0,"Fire TV Stick"
"R1RMSYPK3NGI32","saurav ","All very good except Bluetooth audio didn’t work. Tried to return or replace the stick with customer care while it was in return window I was told it will work please update software and no need to return and it’s been month still not working and no update from fire stock department. Very unprofessional behaviour from amazon fire stick department with business customers also.","Reviewed in India on 30 October 2021","Bluetooth audio doesn’t work",1,"",0,"Fire TV Stick"
"R2EZGTMJ319XNI","Roma","Trying to configure it from past 3-4 days since I received it but it is not recognizing Wi-Fi. I don't understand whether I got a faulty product or there is an issue with my router!? I'm just pissed off. Want to give 0 star. Waste of money. Will return the item.☹😓😠","Reviewed in India on 7 March 2022","👎👎👎Not able to connect to Wi-Fi..so it of no use",1,"",0,"Fire TV Stick"
"R3AG4MF7F9K80N","gbird","I could not pair the remote with the fire stick. Followed all the instructions.  Sad part is Amazon doesn't let you contact them. You go to customer service then choose products and either replace it or get a refund if eligible. There is no basic support where you can ask someone few questions. Sone simple details can avoid a lot of unnecessary returns and refunds.","Reviewed in India on 12 October 2021","Poor Support",3,"",1,"Fire TV Stick"
"R37WVOF7JR0B75","Amazon Customer","Amazing product by amazon which supports streaming of many entertainment apps like amazon prime video, Netflix, Youtube and so on.... for watching movies, series, documentary, live news, cooking show and many more. Best part is inbuilt features like voice command alexa which listen to your request and plays based on the available search list and it supports dolby atmos plus feature which is an add on to the feature list. We have used it in Tv and projector, it works very well and no complaints so far. Best product to buy which is reliable, portable, good packaging and easy to use.","Reviewed in India on 8 February 2022","Best product to buy..",5,"https://m.media-amazon.com/images/I/51azaM3BwIL.jpg
https://m.media-amazon.com/images/I/61UpJnsKrFL.jpg
https://m.media-amazon.com/images/I/61lIlDIchyL.jpg",0,"Fire TV Stick"
"RVZ4X9NH4HHRS","Surjeet Mukherjee","This is really an amazing product. I have been using Fire Stick since 2017. Now I have upgraded to this latest model. It makes viewing experience very smart. You can easily convert your normal HDMI supported TV into a smart TV and access wide range of applications. The sound and picture quality is superb. The features on the remote are awesome. It has smart mirroring from mobile, Bluetooth connectivity, WiFi etc. Overall a must buy product!! Thanks.","Reviewed in India on 31 January 2022","Awesome product must BUY!!",5,"",0,"Fire TV Stick"
"R2Z8CH3KLQU3TQ","S Saha","Installation was super easy. However pls ensure that you have (a) good broad band connection, (b) your TV has a spare HDMI port and (c) you are subscribed with Prime, Netflix etc.I would say this is the easiest way to convert your TV to a smart TV. Recommended buy","Reviewed in India on 30 June 2021","Easiest way to upgrade to a smart TV",5,"",1,"Fire TV Stick"
"R38TCXLA0ZD9Y2","deepak kumar","Review after 4 monthStuck on initial screenNo remote workNo reset worksNow no one to solve puzzleComplete wasteTill 4 months works good but now deadReview edited now againGot call from Amazon after posting reviewAnd they sort out my problem replacing with new one.","Reviewed in India on 3 January 2022","Stuck on initial screen",4,"",0,"Fire TV Stick"
"R2OOSQZE7E9IVR","Debasish","After connecting this firestick, the TV's color setting profile is automatically get changed to Auto. (Where as I am keeping the Color profile as Cinema). Initially I though its my TV's problem. but this is only happening when I use the firestick. I am using this with Sony Bravia 43"" LED (non smart).","Reviewed in India on 3 August 2021","taking unwanted control over my TV settings",3,"",0,"Fire TV Stick"
"R17WVWOGJO0J3C","Chandra Shekhar Lohani","I bought this for my mother as she watches videos of our village in youtube. Since she doesn't know how to operate electronic gadgets i thought this voice controlled version would help her watch it on tv and would not require others help. It turnes out alexa is so dumb that it cant search youtube video from home screen. You have to enter youtube app first which we dont have a dedicated button for. Whole purpose of buying this product is failed as it is very difficult to use for my parents.","Reviewed in India on 1 August 2021","Would you call it smart assistant if it cant even search video from YouTube",2,"",1,"Fire TV Stick"
"R294NWJ540J475","Amazon Customer","I like everything about fire tv stick. It is awesome. It solved my problems, as I used to watch the web contents by tagging my laptop. Now, I can view all the web OTT platforms through click of the remote.Fire stick TV change the ordinary TV to a smart TV.","Reviewed in India on 31 March 2022","Top Class",5,"",0,"Fire TV Stick"
"R3FQ63UOQJF2PY","Tushar G.","Amazon/ Amazing Quality, I use with ultrafast fibre net connection >100mbps, smooth streaming of YouTube, Prime, HotStar & SonyLiv, Amazn...ing spins quality. Go for it 10/10 to Amazon product IT team for developing such a brilliant product. I have stopped using AppleTV & Chromecast. 👍","Reviewed in India on 12 September 2021","To convert TV into Smart TV",5,"https://m.media-amazon.com/images/I/A1BPlnPQkFL.jpg
https://m.media-amazon.com/images/I/A1jgVMFlXEL.jpg",0,"Fire TV Stick"
"R11OK1XOQM57LM","Anika"," So, I brought this expecting to work like other fire stick, but after plugging in the Tv it was blank! I tired it 4 times in 3 different TV.I tired different HDMI cable also tied changing the charger but didn’t work. Thank Amazon  refund policy was smooth!","Reviewed in India on 29 March 2022","If your tv is Sony don’t buy this!",1,"",1,"Fire TV Stick"
"R1BQFA8KC0AV6T","Samyuktha","Device works perfect and Alexa makes it easy to search the content. Just the user interface is little complicated.Zee5 , Sonyliv ect free subscription are not working . When I try to contact Amazon, I couldn’t find any cust support number. Due to this issue giving 3 stars. If anyone knows how to activate the free streaming channels please help me.","Reviewed in India on 12 September 2021","Everything is good except the free zee5, sonyliv ect.",3,"https://m.media-amazon.com/images/I/619Fm4xyV-L.jpg",0,"Fire TV Stick"
"R3KWV4NC2I8QY3","madhu","Received a defective product which didn't startup after connecting to network, basic product quality check seems to be not done... The support guy just by hearing the problem told go for replacement which made me think it's a known issue which is hidden from customer... I went for replacement option within 1 hour just having some trust on amazon brand... Waiting for replacement one n will post my review on that later...","Reviewed in India on 21 January 2022","Got Defective Product",1,"",0,"Fire TV Stick"
"R3JB46KVB6Q0KQ","AD","First one's Alexa seems to be faulty! Got a replacement within 2 days.2nd One: It is very fast, full HD, awesome sound output! Really loving it!!Pros:Full HDGreat Sound OutputBluetoothUser FriendlyLots of customisable settingsCastingCons:Mirroring could have been better n fast.Should hav n option to stream freetoair channels.","Reviewed in India on 3 February 2022","Amazing!! 😊😊",5,"",0,"Fire TV Stick"
"R1053AEFAVN2TK","Prateek","Firestick has suddenly stopped working. It only shows logo but dosent start. I have tried all the trouble shoot mentioned on the website but nothing worked. Now I am trying to reach Amazon's Customer service but there absolutely no information available anywhere. Device is still under warranty but when I try the replace option it dosent work! Can anybody please suggest how to reach their customer service?","Reviewed in India on 28 December 2021","No Customer Service reach!",2,"",1,"Fire TV Stick"
"R15CVAGZA8C82W","mahesh A`","Product works well upto 6months... Then u need to buy new one only... No choice because.... I bought this product for Rs. 2799 in offer after a year my remote stopped working, if you put new battery it will dry in 3 days itself.. so I want to buy new remote.... New remote only cost Rs. 2000... It's a cheating .... Other brand like mi gives cheaper remote...","Reviewed in India on 27 April 2022","Don't buy after 6months remote not working",5,"",1,"Fire TV Stick"
